voltage,current,temperature,prediction,status,anomaly_score,battery_health,risk_level
12.54901424590337,2.699677718293001,29.974465175076855,1,Normal,0.09781466824016194,100,LOW
12.358520709648644,2.4623168414563845,31.566443987853447,1,Normal,0.1494964532303686,100,LOW
12.594306561430209,2.029815184960087,29.622740237000116,1,Normal,0.14705482098164657,100,LOW
12.856908956922409,1.676531611147213,31.076115411082878,1,Normal,0.09496329868586861,100,LOW
12.329753987583,2.349111656806795,26.319155999138644,1,Normal,0.039940480778973386,100,LOW
12.329758912915246,2.196742692710875,32.639881122118815,1,Normal,0.16826297639889093,100,LOW
12.873763844652217,2.447596610013866,32.00361642608667,1,Normal,0.0813272161375515,100,LOW
12.630230418745873,2.3175859008409847,29.54873410679543,1,Normal,0.13308796896650893,100,LOW
12.259157684219515,2.5247763576596673,33.977737005297215,1,Normal,0.13470447868086183,100,LOW
12.56276801307579,1.732382394219716,34.812710412879674,1,Normal,0.12690433173518556,100,LOW
12.260974692156262,2.658697032817163,27.177320406893077,1,Normal,0.051237180205646604,100,LOW
12.260281073928923,2.0987998023462,29.711825664301358,1,Normal,0.15876577425808708,100,LOW
12.47258868146981,3.0376304363126327,29.692572950638105,1,Normal,0.02823805021702197,100,LOW
11.826015926602661,1.655406090955216,29.180290696673406,1,Normal,0.0260022204434478,100,LOW
11.88252465024609,2.867981901582625,34.488424525795246,-1,Anomaly,-0.003976272942202486,100,HIGH
12.231313741227709,2.098955391731324,31.41852158368159,1,Normal,0.16240894481311913,100,LOW
12.096150663899673,1.6742909981927758,31.206455476068168,1,Normal,0.12139106244746739,100,LOW
12.494274199778582,1.7580570829728392,25.98841290677974,1,Normal,0.018479080832763173,100,LOW
12.127592777343636,1.8398263459028399,33.90625409062768,1,Normal,0.14199486435818975,100,LOW
11.976308889599412,2.212082973200958,28.282224815439584,1,Normal,0.07596154565305085,100,LOW
12.839694630676467,2.26141774401775,32.17979789079899,1,Normal,0.1016199421788036,100,LOW
12.33226710985404,1.7131499980307106,32.83213081387458,1,Normal,0.15346588743110212,100,LOW
12.420258461406377,1.9878227038695087,36.08197578751595,1,Normal,0.12059856864826479,100,LOW
11.972575544135964,3.071135179305932,28.073538802642663,-1,Anomaly,-0.04226862277999488,100,HIGH
12.43327677691296,2.2181618348370162,32.55154863426108,1,Normal,0.16960378894862244,100,LOW
12.05470192677331,2.0190017390841,37.40153354453256,1,Normal,0.038569223529535956,100,LOW
12.512709405503703,2.0600156633591307,35.71683905881831,1,Normal,0.12662118206786116,100,LOW
12.219808393024358,2.3067589863652085,32.62897824582388,1,Normal,0.15405565554631978,100,LOW
12.312491875062017,1.4886037174007973,30.525091443103857,1,Normal,0.11450627625720788,100,LOW
12.219488016331182,1.8713117312883274,34.42136778991193,1,Normal,0.14779968599153953,100,LOW
12.955683455352682,1.1657079630612053,29.079361400886594,-1,Anomaly,-0.035249552792971595,100,HIGH
12.39595083257862,2.1996115613026395,33.42907330806866,1,Normal,0.17001162552434218,100,LOW
12.08268672131323,2.3235979698513707,33.51641047749988,1,Normal,0.13844114271834462,100,LOW
12.646763473630957,1.758406768850313,35.18062972249664,1,Normal,0.11104221558722888,100,LOW
12.462659078501426,1.3871171684988295,33.177247901536305,1,Normal,0.12967980549984498,100,LOW
11.812098962836068,1.26781255989509,30.473109122877503,-1,Anomaly,-0.012961904545839675,100,HIGH
12.001544185330472,2.112225909279986,31.923277063424017,1,Normal,0.12546436576403203,100,LOW
12.459058370760737,2.523549151306077,26.692772285332644,1,Normal,0.048070106184611605,100,LOW
12.621539973998624,2.8419638457289342,29.915860606732824,1,Normal,0.06202864653033979,100,LOW
12.451410484356991,1.7705578685655299,30.77215268566069,1,Normal,0.16652681419947907,100,LOW
12.365305515283529,2.539340416715648,30.427734806196224,1,Normal,0.1359682532044037,100,LOW
12.309668891323213,1.9807457652496463,32.457064616101164,1,Normal,0.1680467464743567,100,LOW
11.956443402889771,1.9136863500295902,29.532740202853397,1,Normal,0.0959854522313881,100,LOW
12.184046737481587,2.441829968743336,35.36309200197341,1,Normal,0.09693071728516117,100,LOW
12.261808368712064,2.32616143920671,32.00062119475459,1,Normal,0.15777268640209524,100,LOW
12.717136667865676,1.2118039215078753,31.972099036584158,1,Normal,0.06025293532428455,100,LOW
12.503085486870539,2.738270174862948,31.016315850461247,1,Normal,0.10174978875155949,100,LOW
11.87108795339118,2.6900456770737255,32.465572051576935,1,Normal,0.03506061984711317,100,LOW
12.497225190818439,1.6872186492452352,34.475294794002906,1,Normal,0.14437408831715437,100,LOW
12.284475315875106,2.1979017667187044,29.3986093528673,1,Normal,0.14836092191897265,100,LOW
12.196923399908213,2.2470150931413695,30.02565053277423,1,Normal,0.14966031824466441,100,LOW
12.58350288665226,2.1303368829119536,31.088821913670007,1,Normal,0.15905872588357484,100,LOW
12.709299856748785,1.7248474230772899,27.962387229580354,1,Normal,0.07595797228412954,100,LOW
12.67938403573486,1.6641883160309743,29.542226420835508,1,Normal,0.10850075654953861,100,LOW
12.148234743033209,1.9872229645042774,30.57133737936602,1,Normal,0.15954608253468433,100,LOW
12.307236287244637,2.586364509629682,34.623167542138184,1,Normal,0.11506274834265062,100,LOW
12.49937902942107,2.271800077297216,32.78768398700578,1,Normal,0.16095250319150411,100,LOW
12.692663538136708,1.814692833956947,32.58076973410263,1,Normal,0.1349065138510695,100,LOW
12.256247728646413,2.385849355324172,34.55269388650392,1,Normal,0.13285671424460804,100,LOW
12.068099507798191,2.5743828501860517,33.17139454978667,1,Normal,0.10912523854414063,100,LOW
12.041138012775798,1.13014311061095,31.690334741202513,1,Normal,0.02724483467924843,100,LOW
12.64375774671826,1.818779529298434,32.796087048198885,1,Normal,0.14561915405819936,100,LOW
12.806872008571247,1.440165052686928,30.251724027165253,1,Normal,0.06175328887504139,100,LOW
12.701059869367608,2.58041339368926,31.597162513441088,1,Normal,0.10495773790619456,100,LOW
12.50849080751429,1.7661493993440542,36.26824440829982,1,Normal,0.11474154162608069,100,LOW
12.206464073618463,2.1732519408653577,34.77864620672478,1,Normal,0.1399486591078592,100,LOW
12.508418681652525,1.976539710560408,34.89619245377351,1,Normal,0.1439591586786122,100,LOW
12.861410969939792,2.238520413611561,35.70839216541865,1,Normal,0.0725106552309972,100,LOW
12.389252188267015,2.038410945530128,32.26597277288431,1,Normal,0.17746879237644636,100,LOW
12.869393096744203,1.3585038879057152,32.59194712221679,1,Normal,0.059205918332841945,100,LOW
12.646570751312568,1.7531217084193438,31.05178143191885,1,Normal,0.1426526598417867,100,LOW
12.426114120471452,1.2217090506701245,33.847313449313425,1,Normal,0.09944634849492373,100,LOW
12.31029779486024,1.7859424195170437,35.61165331150645,1,Normal,0.12074339339632018,100,LOW
12.42752823296065,2.750379895317155,31.581661172957002,1,Normal,0.11802401770588034,100,LOW
11.803729325619733,2.4251108710567464,30.649432205445766,1,Normal,0.03553232212207269,100,LOW
12.334098433648746,1.8256739327960705,32.00158387656979,1,Normal,0.16321628491788603,100,LOW
12.507133771453525,1.8253711478407857,33.80362024678735,1,Normal,0.15994210675824405,100,LOW
12.843368213422455,1.8391824743913088,27.668435551599373,1,Normal,0.04798283086709909,100,LOW
12.157451919132043,2.1909677261157765,30.34838945152525,1,Normal,0.15532480603072707,100,LOW
12.24947288692464,2.215020823595535,28.337862722257526,1,Normal,0.12311013822270228,100,LOW
12.674620635310623,2.515141727015921,30.475579407058067,1,Normal,0.105799546077335,100,LOW
12.498625332897905,2.1193945795132567,31.556659043547587,1,Normal,0.17049021950789628,100,LOW
12.241071938869888,1.8704789270896485,30.64025477293096,1,Normal,0.15876313910575757,100,LOW
12.553980229934007,1.9018250754575108,36.35740260341224,1,Normal,0.1061033812606132,100,LOW
12.429123264804412,1.964199370292968,32.98023429380696,1,Normal,0.1763368015993318,100,LOW
12.690593497159867,1.981388881745079,32.90142307883249,1,Normal,0.14139308337515982,100,LOW
12.189384071836795,2.36381477181849,33.8666214321302,1,Normal,0.14129238506045755,100,LOW
12.30170135602067,2.0259729429036497,28.583500646657694,1,Normal,0.1411423971238711,100,LOW
12.282367554060354,2.36632003860779,35.1173353622608,1,Normal,0.11391944675878884,100,LOW
